No.,業種,詳細業種,業態,営業所名称,営業所郵便番号,営業所所在地,営業所電話番号,許可番号（号）,施行日,有効期限
3764,飲食店営業,一般食堂・レストラン等,中華料理店,点心屋,910-0021,福井市乾徳１丁目１１－７乾徳Ｓ　１階,,福井市指令生衛第22-3-301号,1/6/23,1/31/28
3765,飲食店営業,一般食堂・レストラン等,食堂,伝説のすた丼屋　福井開発店,910-0842,福井市開発５丁目２０１１,0776-97-6639,福井市指令生衛第23-4-257号,10/13/23,12/31/28
3766,飲食店営業,一般食堂・レストラン等,ラーメン店,田所商店　福井月見店,918-8011,福井市月見１丁目１２－１６,0776-97-9195,福井市指令生衛第21-3-296号,3/7/22,10/31/27
3767,飲食店営業,仕出し屋・弁当屋,魚屋,田地,910-0859,福井市日之出２丁目１１－１８,0776-22-5186,福井市指令生衛第22-4-85号,6/8/22,7/31/27
3768,魚介類販売業,魚介類販売業,,田地,910-0859,福井市日之出２丁目１１－１８,0776-22-5186,福井市指令生衛第22-4-86号,6/8/22,7/31/27
3769,飲食店営業,その他,居酒屋,田中マネの食堂,910-0023,福井市順化２丁目２１－３,,福井市指令生衛第23-4-483号,2/14/24,4/30/29
3770,魚介類販売業,魚介類販売業,,田中食品店,918-8108,福井市春日１丁目１５―１,0776-35-9526,福井市指令生衛第21-4-311号,8/25/21,10/31/26
3771,酒類製造業,一般,,田嶋酒造,918-8051,福井市桃園１丁目３－１０,0776-36-3385,福井市指令生衛第20-2-427号,10/19/20,10/31/25
3772,そうざい製造業,一般,,渡辺漬物株式会社,910-0843,福井市西開発４丁目７１２,0776-53-5533,福井市指令生衛第19-2-629号,12/19/19,12/31/25
3773,飲食店営業,その他,カフェ,渡辺漬物株式会社,910-0843,福井市西開発４丁目７１２,0776-53-5533,福井市指令生衛第21-4-536号,11/30/21,12/31/26
3774,水産製品製造業,水産製品製造業,,渡辺漬物株式会社,910-0843,福井市西開発４丁目７１２,0776-53-5533,福井市指令生衛第21-4-581号,11/30/21,12/31/26
3775,漬物製造業,漬物製造業,製造加工,渡辺漬物株式会社,910-0843,福井市西開発４丁目７１２,0776-53-5533,福井市指令生衛第24-4-51号,5/29/24,12/31/29
3776,そうざい製造業,一般,,渡辺冷凍食品株式会社,910-0833,福井市新保１丁目２０２,0776-53-4884,福井市指令生衛第19-2-630号,11/25/19,12/31/25
3777,魚介類販売業,魚介類販売業,,渡辺冷凍食品株式会社,910-0833,福井市新保１丁目２０２,,福井市指令生衛第24-4-227号,10/31/24,12/31/30
3778,菓子製造業,菓子製造業,,島田菓舗,910-3146,福井市小幡町１０－２,0776-85-1027,福井市指令生衛第22-4-116号,6/15/22,7/31/27
3779,飲食店営業,その他,給食施設,東安居苑　内厨房　富士産業株式会社,918-8063,福井市大瀬町２３－１０１東安居苑,0776-35-0933,福井市指令生衛第23-4-72号,5/29/23,5/31/29
3780,飲食店,旅館,,東横イン福井駅前,910-0005,福井市大手２丁目１―１,0776-29-1045,福井市指令生衛第19-2-441号,10/25/19,11/30/25
3781,飲食店営業,仕出し屋・弁当屋,和食店,東屋,910-0004,福井市宝永４丁目１５－３,0776-22-3334,福井市指令生衛第21-4-386号,10/12/21,11/30/27
3782,魚介類販売業,魚介類販売業,和食店,東屋,910-0004,福井市宝永４丁目１５－３,0776-22-3334,福井市指令生衛第21-4-387号,10/12/21,11/30/27
3783,飲食店,軽食,,桃源郷,910-0006,福井市中央１丁目２２－７ニシワキビル３Ｆ,,福井市指令生衛第19-1-162号,2/19/20,11/30/25
3784,飲食店営業,一般食堂・レストラン等,食堂,湯あがりだいにんぐ　さいさい,918-8026,福井市渕２丁目1401湯けむり温泉ゆー遊内,0776-34-7770,福井市指令生衛第21-4-35号,6/1/21,5/31/27
3785,飲食店,社交飲食,,灯り,910-0023,福井市順化２丁目７－１６城戸ビル１Ｆ,,福井市指令生衛第21-1-45号,5/24/21,4/30/27
3786,飲食店営業,その他,ラウンジ,藤,910-0023,福井市順化１丁目１６－１０シャトレー片町４Ｆ　４０２,,福井市指令生衛第24-3-352号,1/17/25,3/31/30
3787,魚介類販売業,魚介類販売業,,藤井鮮魚店,910-0004,福井市宝永２丁目８－８,0776-22-0117,福井市指令生衛第21-4-393号,10/19/21,11/30/26
3788,菓子製造業,菓子製造業,,藤雲堂,910-0024,福井市照手１丁目１－１９,0776-24-1397,福井市指令生衛第22-4-395号,2/7/23,4/30/29
3789,飲食店営業,その他,酒屋,藤本酒店,910-0856,福井市勝見３丁目７―９,0776-23-7481,福井市指令生衛第21-4-122号,6/17/21,7/31/26
3790,飲食店営業,その他,カフェ,豆とくるみ,910-0808,福井市舟橋１丁目１０５,0776-54-1681,福井市指令生衛第22-4-250号,11/8/22,12/31/27
3791,飲食店営業,その他,喫茶店,豆蔵,910-0142,福井市上森田１丁目６０５,0776-56-2606,福井市指令生衛第21-4-216号,8/19/21,9/30/26
3792,菓子製造業,一般,,豆狸,910-0026,福井市光陽２丁目２－３４,0776-21-4668,福井市指令生衛第20-1-365号,12/14/20,2/28/27
3793,飲食店営業,一般食堂・レストラン等,和食店,豆狸,910-0026,福井市光陽２丁目２－３４,0776-21-4668,福井市指令生衛第23-4-335号,11/30/23,2/28/29
3794,豆腐製造業,一般,,豆富屋こでら,910-0003,福井市松本４丁目１―９,0776-24-2085,福井市指令生衛第20-2-745号,1/21/21,1/31/26
3795,豆腐製造業,豆腐製造業,豆腐店,堂本豆腐店,910-0854,福井市御幸２丁目９―１５,0776-23-8496,福井市指令生衛第21-4-83号,6/17/21,7/31/26
3796,飲食店営業,一般食堂・レストラン等,料亭,徳島亭,910-3104,福井市布施田町１１―６,0776-83-0010,福井市指令生衛第21-4-151号,6/16/21,7/31/26
3797,そうざい製造業,そうざい製造業,,徳島亭,910-3104,福井市布施田町１１―６,0776-83-0010,福井市指令生衛第21-4-152号,6/16/21,7/31/26
3798,魚介類販売業,魚介類販売業,,徳島亭,910-3104,福井市布施田町１１－６,0776-83-0010,福井市指令生衛第23-4-105号,6/14/23,7/31/28
3799,飲食店営業,一般食堂・レストラン等,食堂,徳兵衛,910-0017,福井市文京４丁目２－８伊藤ビル１階,0776-43-3426,福井市指令生衛第24-3-178号,8/2/24,2/28/30
3800,飲食店営業,その他,特別養護老人ホーム,特別養護老人ホーム　こしの渚苑,910-3553,福井市蒲生町１－９０渚苑１Ｆ,0776-89-2110,福井市指令生衛第24-4-122号,7/3/24,7/31/29
3801,飲食店,食堂,,特別養護老人ホーム　なの花,918-8057,福井市加茂河原３丁目１－１０２,0776-36-8784,福井市指令生衛第20-2-8号,4/23/20,5/31/26
3802,飲食店営業,その他,給食施設,特別養護老人ホーム　美山貴寿苑,910-2222,福井市市波町３１－２,0776-96-4216,福井市指令生衛第23-4-570号,3/18/24,8/31/29
3803,飲食店営業,その他,居酒屋,豚バル　大名庵,910-0023,福井市順化１丁目１７－３０,0776-29-2977,福井市指令生衛第22-4-383号,1/17/23,3/31/28
3804,飲食店営業,その他,和食,呑み喰い処　粂ちゃん,910-0023,福井市順化１丁目１７－１１日の丸ビル１Ｆ,0776-24-6664,福井市指令生衛第21-3-62号,7/20/21,3/31/27
3805,飲食店営業,その他,居酒屋,呑み処　たけうち,910-0005,福井市大手３丁目６－５,0776-65-8117,福井市指令生衛第23-4-193号,9/21/23,11/30/28
3806,飲食店営業,その他,居酒屋,呑み処　つかさ,910-0157,福井市八重巻東町１５－６－８,,福井市指令生衛第24-3-289号,10/28/24,9/30/30
3807,飲食店,社交飲食,,奈々,910-0023,福井市順化２丁目２０―１３友邦ビル１Ｆ,0776-26-7036,福井市指令生衛第20-2-980号,3/24/21,4/30/26
3808,飲食店,仕出し弁当,,内くら,910-2348,福井市品ケ瀬町５―９７,0776-90-3522,福井市指令生衛第20-1-362号,12/18/20,8/31/26
3809,菓子製造業,菓子製造業,,内田農園,910-2462,福井市神当部町１７－７,0776-93-2052,福井市指令生衛第22-3-140号,8/19/22,8/31/27
3810,食肉販売業,一般,,南の牧場　江守中店,918-8025,福井市江守中２丁目１５０７,0776-50-2938,福井市指令生衛第19-1-385号,12/25/19,5/31/25
3811,食肉販売業,食肉販売業,,南の牧場　高柳店,910-0837,福井市高柳３丁目２２０１,,福井市指令生衛第24-3-24号,4/15/24,12/31/30
3812,食肉販売業,食肉販売業,,南の牧場　志比口店,910-0845,福井市志比口３丁目１－７,0776-50-6930,福井市指令生衛第22-3-112号,7/15/22,7/31/28
3813,食肉販売業,一般,,南の牧場板垣店,918-8104,福井市板垣5丁目130番地,0776-43-9260,福井市指令生衛第19-1-28号,4/11/19,10/31/25
3814,飲食店営業,一般食堂・レストラン等,食堂,南条,910-0857,福井市豊島１丁目３－１三谷ビル１２Ｆ,0776-20-3083,福井市指令生衛第22-4-18号,5/12/22,7/31/27
3815,飲食店,食堂,,二ノ丸グリル,910-0005,福井市大手２丁目１８―１城町アネックス　２階,0776-27-7522,福井市指令生衛第20-2-444号,10/19/20,11/30/25
3816,飲食店営業,一般食堂・レストラン等,ラーメン店,二の宮ラーメン,910-0015,福井市二の宮１丁目１１－２７,0776-26-0505,福井市指令生衛第24-3-321号,11/19/24,1/31/30
3817,菓子製造業,一般,,二幸庵　本店,918-8055,福井市若杉４丁目９１３－２,0776-33-2511,福井市指令生衛第19-1-412号,1/15/20,5/31/26
3818,水産製品製造業,水産製品製造業,,二上商店,910-0023,福井市順化１丁目１６－１７,0776-24-6824,福井市指令生衛第23-4-426号,1/11/24,3/31/30
3819,飲食店営業,その他,焼肉店,肉と韓国料理　たつりき,910-0804,福井市高木中央３丁目３０４,0776-54-1555,福井市指令生衛第24-4-367号,12/20/24,12/31/29
3820,食肉販売業,食肉販売業,,肉と韓国料理　たつりき,910-0804,福井市高木中央３丁目３０４,0776-54-1555,福井市指令生衛第24-4-368号,12/20/24,12/31/30
3821,食肉販売業,食肉販売業,,肉のいまお,910-0024,福井市照手４丁目１７－１,0776-22-3957,福井市指令生衛第23-4-521号,2/20/24,4/30/30
3822,飲食店営業,その他,精肉店,肉のいまお,910-0024,福井市照手４丁目１７－１,0776-22-3957,福井市指令生衛第23-4-522号,2/20/24,4/30/30
3823,食肉販売業,一般,,肉のいまむら,910-0006,福井市中央１丁目８―１西武　福井店　地下１Ｆ,0776-27-0111,福井市指令生衛第20-2-503号,10/19/20,11/30/25
3824,食肉処理業,食肉処理業,,肉のいまむら,918-8004,福井市西木田１丁目１７－１,0776-35-3350,福井市指令生衛第22-4-156号,7/28/22,10/31/28
3825,そうざい製造業,そうざい製造業,,肉のいまむら,918-8004,福井市西木田１丁目１７－１,0776-35-3350,福井市指令生衛第22-4-157号,7/28/22,10/31/27
3826,食肉販売業,食肉販売業,,肉のスエヒロ大宮店,910-0016,福井市大宮３丁目２０－２,0776-21-2186,福井市指令生衛第23-4-349号,11/28/23,2/28/29
3827,飲食店,仕出し弁当,,肉のつるや,910-0836,福井市大和田２丁目１２３０アピタ福井大和田店１Ｆ,0776-57-2129,福井市指令生衛第20-2-662号,11/26/20,12/31/25
3828,食肉販売業,一般,,肉のつるや,910-0836,福井市大和田２丁目１２３０アピタ福井大和田店１Ｆ,0776-57-2129,福井市指令生衛第20-2-661号,11/26/20,12/31/25
3829,食肉処理業,食肉処理業,精肉加工,肉の雅屋福井プロセスセンター,910-0843,福井市西開発２丁目５０６,0776-50-2984,福井市指令生衛第21-4-455号,11/16/21,12/31/27
3830,食肉販売業,食肉販売業,,肉の高島屋,910-0017,福井市文京４丁目５－２２,0776-23-6499,福井市指令生衛第21-4-559号,12/8/21,2/28/27
3831,そうざい製造業,そうざい製造業,,肉の高島屋,910-0017,福井市文京４丁目５－２２,0776-23-6499,福井市指令生衛第24-4-318号,12/12/24,2/28/30
3832,飲食店営業,その他,精肉店,肉の高島屋　やしろ店,918-8026,福井市渕４丁目７０４社中央会館内,0776-36-8828,福井市指令生衛第23-4-498号,4/4/24,5/31/29
3833,食肉販売業,食肉販売業,,肉の高島屋　やしろ店,918-8026,福井市渕４丁目７０４社中央会館内,0776-36-8828,福井市指令生衛第23-4-530号,4/4/24,5/31/29
3834,食肉販売業,一般,,肉の匠いとう,910-0006,福井市中央１丁目８－１西武　福井店　地下１Ｆ,0776-27-3262,福井市指令生衛第20-2-502号,10/19/20,11/30/25
3835,飲食店営業,その他,焼肉屋,肉匠坂井　福井二の宮店,910-0015,福井市二の宮３丁目４－３,0776-28-0829,福井市指令生衛第23-4-376号,11/20/23,1/31/29
3836,飲食店営業,一般食堂・レストラン等,そば店,日の出　西村屋,910-0859,福井市日之出５丁目５－２１,0776-54-4410,福井市指令生衛第22-4-68号,5/12/22,7/31/27
3837,飲食店,食堂,,日豪レストラン　ゆめや,910-0006,福井市中央１丁目１２―９中央ビル２Ｆ,0776-50-6083,福井県指令福保第1810597号,12/28/18,11/30/25
3838,飲食店営業,一般食堂・レストラン等,集団給食施設,日清医療食品株式会社,910-0029,福井市日光１丁目２―１,0776-43-0662,福井市指令生衛第21-3-104号,9/9/21,2/29/28
3839,飲食店営業,その他,集団給食施設,日清医療食品福井厚生病院事業所,918-8537,福井市下六条町１－６－１福井厚生病院,0776-88-0065,福井市指令生衛第22-3-37号,5/6/22,8/31/28
3840,飲食店営業,仕出し屋・弁当屋,弁当等販売所,日々色々　問屋店,918-8231,福井市問屋町２丁目１２,,福井市指令生衛第23-3-126号,8/1/23,7/31/29
3841,そうざい製造業,そうざい製造業,,日々色々　問屋店,918-8231,福井市問屋町２丁目１２,,福井市指令生衛第23-3-127号,8/1/23,7/31/29
3842,飲食店,旅館,,日之出旅館,910-0017,福井市文京４丁目２―６,0776-22-3047,福井市指令生衛第19-2-712号,1/24/20,2/28/26
3843,麺類製造業,麺類製造業,,日福製麺,910-0024,福井市照手１丁目１３－１４,0776-22-4253,福井市指令生衛第23-4-485号,2/8/24,4/30/29
3844,飲食店,仕出し弁当,,日本ミール,918-8231,福井市問屋町２丁目118,0776-24-3106,福井市指令生衛第20-2-246号,6/26/20,7/31/26
3845,飲食店営業,その他,ケータリング,日本ミール株式会社,910-0004,福井市宝永３丁目１－１福井県国際交流会館　３Ｆ,0776-24-3106,福井市指令生衛第24-4-198号,9/24/24,11/30/30
3846,飲食店営業,一般食堂・レストラン等,給食施設,日本ミール株式会社（愛寿苑介護サービス）,918-8058,福井市加茂緑苑町４０２愛寿苑介護サ―ビス,,福井市指令生衛第21-4-790号,3/24/22,5/31/28
3847,飲食店営業,一般食堂・レストラン等,給食施設,日本ミール株式会社（特別養護老人ホーム愛寿苑）,918-8055,福井市若杉２丁目６０１特別養護老人ホ―ム愛寿苑,0776-33-0277,福井市指令生衛第21-4-791号,3/24/22,5/31/28
3848,飲食店,すし,,日本海寿司,910-0017,福井市文京４丁目２０―９,0776-21-8567,福井市指令生衛第20-2-801号,12/17/20,2/28/26
3849,飲食店,社交飲食,,日和,910-0023,福井市順化２丁目８―６,0776-26-7310,福井市指令生衛第20-2-949号,3/24/21,4/30/26
3850,菓子製造業,菓子製造業,,日和,918-8009,福井市山奥町５８－８５－１,0776-34-0088,福井市指令生衛第24-4-172号,8/29/24,10/31/29
3851,飲食店営業,その他,カフェ,日和,918-8009,福井市山奥町５８－８５－１,0776-34-0088,福井市指令生衛第24-4-173号,8/29/24,10/31/29
3852,飲食店営業,その他,居酒屋,忍者,910-0023,福井市順化１丁目１７－２０アミール片町１Ｆ,0776-22-8358,福井市指令生衛第23-4-459号,2/1/24,3/31/29
